rank,admin1,admin2,wp_low_mean,SAH_State_Type,SAH_State_Date,acronym,governor,political-party,population,SAH,SAH-notes,county-state,SAH-start-date,SAH-end-date,source-URL,NE-bus-sus,start-date,source-URL_1,Pub-school-closed,start-date_1,source-URL_2
699,North Carolina,Carteret County,-24.31,Stay at home,3/30/2020,,Roy Cooper,Democratic,69438,,,,,,,,,,,,
700,Oregon,Clatsop County,-24.29,Stay at home,3/23/2020,,Kate Brown,Democratic,39711,,,,,,,,,,,,
700,Oregon,Marion County,-24.29,Stay at home,3/23/2020,,Kate Brown,Democratic,345412,,,,,,,,,,,,
701,Indiana,Miami County,-24.25,Stay at home,3/24/2020,,Eric Holcomb,Republican,35646,,,,,,,,,,,,
701,Montana,Ravalli County,-24.25,Stay at home,3/28/2020,,Steve Bullock,Democratic,43166,,,,,,,,,,,,
701,North Carolina,Avery County,-24.25,Stay at home,3/30/2020,,Roy Cooper,Democratic,17528,,,,,,,,,,,,
701,South Carolina,Barnwell County,-24.25,Stay at home ,4/7/2020,,Henry McMaster,Republican,21121,,,,,,,,,,,,
701,Virginia,Dickenson County,-24.25,Stay at home,3/30/2020,,Ralph Northam,Democratic,14526,,,,,,,,,,,,
702,Georgia,Morgan County,-24.24,Shelter in place,4/3/2020,,Brian Kemp,Republican,18831,,,,,,,,,,,,
703,Tennessee,Bedford County,-24.23,Stay at home,3/31/2020,,Bill Lee,Republican,49146,,,,,,,,,,,,
704,Kentucky,McCracken County,-24.22,Healthy at home,3/26/2020,,Andy Beshear,Democratic,65307,,,,,,,,,,,,
705,Illinois,De Witt County,-24.2,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,15794,,,,,,,,,,,,
705,Illinois,Piatt County,-24.2,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,16366,,,,,,,,,,,,
705,Texas,Morris County,-24.2,Stay at home,4/2/2020,,Greg Abbott,Republican,12303,,,,,,,,,,,,
706,Texas,Midland County,-24.19,Stay at home,4/2/2020,,Greg Abbott,Republican,172505,,,,,,,,,,,,
707,Alabama,Bullock County,-24.18,Stay at home,4/4/2020,,Kay Ivey,Republican,10174,,,,,,,,,,,,
707,Texas,Kerr County,-24.18,Stay at home,4/2/2020,,Greg Abbott,Republican,52415,,,,,,,,,,,,
707,Texas,Shelby County,-24.18,Stay at home,4/2/2020,,Greg Abbott,Republican,25307,,,,,,,,,,,,
708,Louisiana,Lafayette Parish,-24.17,Stay at home,3/23/2020,,John Bel Edwards,Democratic,243113,,,,,,,,,,,,
708,Missouri,Laclede County,-24.17,Stay at home,4/6/2020,,Mike Parson,Republican,35596,,,,,,,,,,,,
708,North Carolina,Pamlico County,-24.17,Stay at home,3/30/2020,,Roy Cooper,Democratic,12633,,,,,,,,,,,,
708,Washington,Adams County,-24.17,Stay at home,3/23/2020,,Jay Inslee,Democratic,19736,,,,,,,,,,,,
709,Missouri,Webster County,-24.15,Stay at home,4/6/2020,,Mike Parson,Republican,39179,,,,,,,,,,,,
710,Connecticut,Windham County,-24.14,Stay at home,3/23/2020,CT,Ned Lamont,Democratic,117059,,"stat safe, stay home",,,,,,,,,,
710,Michigan,Mackinac County,-24.14,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,10781,,,,,,,,,,,,
710,Tennessee,Cumberland County,-24.14,Stay at home,3/31/2020,,Bill Lee,Republican,59738,,,,,,,,,,,,
711,Michigan,Crawford County,-24.12,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,13905,,,,,,,,,,,,
711,Texas,Hill County,-24.12,Stay at home,4/2/2020,,Greg Abbott,Republican,36165,,,,,,,,,,,,
712,Georgia,Treutlen County,-24.11,Shelter in place,4/3/2020,,Brian Kemp,Republican,6813,,,,,,,,,,,,
712,Minnesota,Polk County,-24.11,Stay at home,3/27/2020,,Tim Walz,Democratic,31411,,,,,,,,,,,,
713,Alaska,Kenai Peninsula Borough,-24.1,Stay at home,3/28/2020,,Mike Dunleavy,Republican,58561,,,,,,,,,,,,
714,Kansas,Marion County,-24.08,Stay at home,3/30/2020,,Laura Kelly,Democratic,11923,,,,,,,,,,,,
715,Kansas,Reno County,-24.07,Stay at home,3/30/2020,,Laura Kelly,Democratic,62331,,,,,,,,,,,,
715,Missouri,Pike County,-24.07,Stay at home,4/6/2020,,Mike Parson,Republican,18502,,,,,,,,,,,,
715,Virginia,Scott County,-24.07,Stay at home,3/30/2020,,Ralph Northam,Democratic,21672,,,,,,,,,,,,
716,Florida,Okeechobee County,-24.06,Stay at home,4/3/2020,,Ron DeSantis,Republican,41654,,,,,,,,,,,,
716,Mississippi,Yazoo County,-24.06,Shelter in place,4/3/2020,,Tate Reeves,Republican,29093,,,,,,,,,,,,
716,Texas,Jasper County,-24.06,Stay at home,4/2/2020,,Greg Abbott,Republican,35769,,,,,,,,,,,,
717,South Carolina,Greenwood County,-24.05,Stay at home ,4/7/2020,,Henry McMaster,Republican,70597,,,,,,,,,,,,
718,Arizona,Gila County,-24,Stay at home,3/31/2020,,Doug Ducey,Republican,53801,,,,,,,,,,,,
718,Florida,Franklin County,-24,Stay at home,4/3/2020,,Ron DeSantis,Republican,11676,,,,,,,,,,,,
718,Idaho,Owyhee County,-24,Stay at home,3/25/2020,,Brad Little,Republican,11669,,,,,,,,,,,,
718,Idaho,Washington County,-24,Stay at home,3/25/2020,,Brad Little,Republican,10115,,,,,,,,,,,,
718,Illinois,Cass County,-24,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,12312,,,,,,,,,,,,
718,Illinois,Effingham County,-24,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,34181,,,,,,,,,,,,
718,Illinois,Tazewell County,-24,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,132450,,,,,,,,,,,,
718,Indiana,Clark County,-24,Stay at home,3/24/2020,,Eric Holcomb,Republican,117280,,,,,,,,,,,,
718,Kansas,Franklin County,-24,Stay at home,3/30/2020,,Laura Kelly,Democratic,25625,,,,,,,,,,,,
718,Kentucky,Barren County,-24,Healthy at home,3/26/2020,,Andy Beshear,Democratic,44115,,,,,,,,,,,,
718,Michigan,Kalkaska County,-24,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,17806,,,,,,,,,,,,
718,Minnesota,Fillmore County,-24,Stay at home,3/27/2020,,Tim Walz,Democratic,21044,,,,,,,,,,,,
718,Mississippi,Panola County,-24,Shelter in place,4/3/2020,,Tate Reeves,Republican,34156,,,,,,,,,,,,
718,New York,Chautauqua County,-24,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,127472,,,,,,,,,,,,
718,New York,Schoharie County,-24,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,31146,,,,,,,,,,,,
718,New York,Yates County,-24,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,24951,,,,,,,,,,,,
718,South Carolina,Marlboro County,-24,Stay at home ,4/7/2020,,Henry McMaster,Republican,26392,,,,,,,,,,,,
718,Tennessee,Smith County,-24,Stay at home,3/31/2020,,Bill Lee,Republican,19979,,,,,,,,,,,,
718,Wisconsin,Burnett County,-24,Stay at home,3/25/2020,,Tony Evers,Democratic,15374,,,,,,,,,,,,
719,Alabama,Escambia County,-23.94,Stay at home,4/4/2020,,Kay Ivey,Republican,36524,,,,,,,,,,,,
719,Kentucky,Pendleton County,-23.94,Healthy at home,3/26/2020,,Andy Beshear,Democratic,14588,,,,,,,,,,,,
719,Mississippi,Greene County,-23.94,Shelter in place,4/3/2020,,Tate Reeves,Republican,13996,,,,,,,,,,,,
720,Tennessee,Marion County,-23.93,Stay at home,3/31/2020,,Bill Lee,Republican,28598,,,,,,,,,,,,
720,Texas,Tyler County,-23.93,Stay at home,4/2/2020,,Greg Abbott,Republican,21609,,,,,,,,,,,,
721,Kansas,Ellis County,-23.92,Stay at home,3/30/2020,,Laura Kelly,Democratic,28646,,,,,,,,,,,,
722,Kentucky,Harrison County,-23.91,Healthy at home,3/26/2020,,Andy Beshear,Democratic,18780,,,,,,,,,,,,
723,Colorado,Delta County,-23.9,Stay at home,3/26/2020,,Jared Polis,Democratic,30884,,,,,,,,,,,,
723,Missouri,Howell County,-23.9,Stay at home,4/6/2020,,Mike Parson,Republican,40126,,,,,,,,,,,,
724,Kentucky,Daviess County,-23.89,Healthy at home,3/26/2020,,Andy Beshear,Democratic,100883,,,,,,,,,,,,
724,Wisconsin,Dunn County,-23.89,Stay at home,3/25/2020,,Tony Evers,Democratic,45091,,,,,,,,,,,,
725,Indiana,Jackson County,-23.88,Stay at home,3/24/2020,,Eric Holcomb,Republican,44068,,,,,,,,,,,,
725,Michigan,Clare County,-23.88,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,30735,,,,,,,,,,,,
725,Wisconsin,Vernon County,-23.88,Stay at home,3/25/2020,,Tony Evers,Democratic,30772,,,,,,,,,,,,
726,Tennessee,Houston County,-23.87,Stay at home,3/31/2020,,Bill Lee,Republican,8234,,,,,,,,,,,,
727,Michigan,Gladwin County,-23.86,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,25326,,,,,,,,,,,,
727,Michigan,Presque Isle County,-23.86,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,12698,,,,,,,,,,,,
727,Ohio,Wood County,-23.86,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,130441,,,,,,,,,,,,
727,Wisconsin,Juneau County,-23.86,Stay at home,3/25/2020,,Tony Evers,Democratic,26593,,,,,,,,,,,,
728,North Carolina,Person County,-23.85,Stay at home,3/30/2020,,Roy Cooper,Democratic,39436,,,,,,,,,,,,
729,West Virginia,Morgan County,-23.83,Stay at home,3/24/2020,,Jim Justice,Republican,17830,,,,,,,,,,,,
730,Nevada,Humboldt County,-23.81,Stay at home,4/1/2020,,Steve Sisolak,Democratic,16778,,,,,,,,,,,,
731,Minnesota,Morrison County,-23.8,Stay at home,3/27/2020,,Tim Walz,Democratic,33158,,,,,,,,,,,,
732,Kansas,Anderson County,-23.79,Stay at home,3/30/2020,,Laura Kelly,Democratic,7848,,,,,,,,,,,,
732,Virginia,Rockingham County,-23.79,Stay at home,3/30/2020,,Ralph Northam,Democratic,81261,,,,,,,,,,,,
733,Alabama,Tallapoosa County,-23.76,Stay at home,4/4/2020,,Kay Ivey,Republican,40535,,,,,,,,,,,,
734,California,Plumas County,-23.75,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,18741,,,,,,,,,,,,
734,Illinois,Macoupin County,-23.75,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,45318,,,,,,,,,,,,
734,Indiana,Franklin County,-23.75,Stay at home,3/24/2020,,Eric Holcomb,Republican,22706,,,,,,,,,,,,
734,Maine,Aroostook County,-23.75,Stay at home,4/2/2020,,Janet T. Mills,Democratic,67318,,,,,,,,,,,,
734,Michigan,Allegan County,-23.75,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,117173,,,,,,,,,,,,
734,Texas,Upshur County,-23.75,Stay at home,4/2/2020,,Greg Abbott,Republican,41179,,,,,,,,,,,,
734,Texas,Walker County,-23.75,Stay at home,4/2/2020,,Greg Abbott,Republican,73136,,,,,,,,,,,,
735,Oregon,Coos County,-23.71,Stay at home,3/23/2020,,Kate Brown,Democratic,64272,,,,,,,,,,,,
735,Texas,Terry County,-23.71,Stay at home,4/2/2020,,Greg Abbott,Republican,12344,,,,,,,,,,,,
736,South Carolina,Cherokee County,-23.68,Stay at home ,4/7/2020,,Henry McMaster,Republican,57069,,,,,,,,,,,,
737,California,Fresno County,-23.67,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,991950,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
737,Kentucky,Estill County,-23.67,Healthy at home,3/26/2020,,Andy Beshear,Democratic,14150,,,,,,,,,,,,
737,Kentucky,Mason County,-23.67,Healthy at home,3/26/2020,,Andy Beshear,Democratic,17080,,,,,,,,,,,,
737,Louisiana,St. John the Baptist Parish,-23.67,Stay at home,3/23/2020,,John Bel Edwards,Democratic,43119,,,,,,,,,,,,
737,Minnesota,Otter Tail County,-23.67,Stay at home,3/27/2020,,Tim Walz,Democratic,58670,,,,,,,,,,,,
738,Alabama,Dale County,-23.65,Stay at home,4/4/2020,,Kay Ivey,Republican,49143,,,,,,,,,,,,
739,Montana,Lincoln County,-23.64,Stay at home,3/28/2020,,Steve Bullock,Democratic,19797,,,,,,,,,,,,
740,Michigan,Benzie County,-23.62,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,17761,,,,,,,,,,,,
741,Florida,Suwannee County,-23.61,Stay at home,4/3/2020,,Ron DeSantis,Republican,44179,,,,,,,,,,,,
742,Tennessee,Sequatchie County,-23.6,Stay at home,3/31/2020,,Bill Lee,Republican,14891,,,,,,,,,,,,
743,Texas,Montague County,-23.59,Stay at home,4/2/2020,,Greg Abbott,Republican,19584,,,,,,,,,,,,
744,New Mexico,Colfax County,-23.57,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,12071,,,,,,,,,,,,
744,Ohio,Hancock County,-23.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,75920,,,,,,,,,,,,
744,Ohio,Stark County,-23.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,371248,,,,,,,,,,,,
744,Wisconsin,Door County,-23.57,Stay at home,3/25/2020,,Tony Evers,Democratic,27589,,,,,,,,,,,,
745,Minnesota,Redwood County,-23.56,Stay at home,3/27/2020,,Tim Walz,Democratic,15252,,,,,,,,,,,,
745,Texas,Jackson County,-23.56,Stay at home,4/2/2020,,Greg Abbott,Republican,14834,,,,,,,,,,,,
745,Wisconsin,Oneida County,-23.56,Stay at home,3/25/2020,,Tony Evers,Democratic,35444,,,,,,,,,,,,
746,Missouri,Andrew County,-23.55,Stay at home,4/6/2020,,Mike Parson,Republican,17662,,,,,,,,,,,,
747,North Carolina,Yancey County,-23.54,Stay at home,3/30/2020,,Roy Cooper,Democratic,17873,,,,,,,,,,,,
747,Tennessee,Meigs County,-23.54,Stay at home,3/31/2020,,Bill Lee,Republican,12297,,,,,,,,,,,,
748,Indiana,Morgan County,-23.5,Stay at home,3/24/2020,,Eric Holcomb,Republican,70137,,,,,,,,,,,,
748,Kentucky,Union County,-23.5,Healthy at home,3/26/2020,,Andy Beshear,Democratic,14471,,,,,,,,,,,,
748,Michigan,Tuscola County,-23.5,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,52633,,,,,,,,,,,,
748,New York,St. Lawrence County,-23.5,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,108327,,,,,,,,,,,,
748,Ohio,Huron County,-23.5,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,58364,,,,,,,,,,,,
749,Georgia,Murray County,-23.47,Shelter in place,4/3/2020,,Brian Kemp,Republican,39943,,,,,,,,,,,,
749,Tennessee,Tipton County,-23.47,Stay at home,3/31/2020,,Bill Lee,Republican,61576,,,,,,,,,,,,
750,Alabama,Choctaw County,-23.44,Stay at home,4/4/2020,,Kay Ivey,Republican,12833,,,,,,,,,,,,
751,Texas,Childress County,-23.43,Stay at home,4/2/2020,,Greg Abbott,Republican,7315,,,,,,,,,,,,
752,Idaho,Benewah County,-23.4,Stay at home,3/25/2020,,Brad Little,Republican,9218,,,,,,,,,,,,
753,Alabama,Dallas County,-23.39,Stay at home,4/4/2020,,Kay Ivey,Republican,38294,,,,,,,,,,,,
753,Mississippi,Washington County,-23.39,Shelter in place,4/3/2020,,Tate Reeves,Republican,45036,,,,,,,,,,,,
754,Indiana,Vanderburgh County,-23.38,Stay at home,3/24/2020,,Eric Holcomb,Republican,181120,,,,,,,,,,,,
754,Kansas,Pottawatomie County,-23.38,Stay at home,3/30/2020,,Laura Kelly,Democratic,24209,,,,,,,,,,,,
754,Michigan,Montmorency County,-23.38,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,9275,,,,,,,,,,,,
754,Texas,Atascosa County,-23.38,Stay at home,4/2/2020,,Greg Abbott,Republican,50322,,,,,,,,,,,,
754,Texas,Goliad County,-23.38,Stay at home,4/2/2020,,Greg Abbott,Republican,7588,,,,,,,,,,,,
755,Georgia,Wilcox County,-23.35,Shelter in place,4/3/2020,,Brian Kemp,Republican,8827,,,,,,,,,,,,
756,California,Butte County,-23.33,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,230339,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
756,Georgia,Tift County,-23.33,Shelter in place,4/3/2020,,Brian Kemp,Republican,40542,,,,,,,,,,,,
756,Texas,Grayson County,-23.33,Stay at home,4/2/2020,,Greg Abbott,Republican,133787,,,,,,,,,,,,
757,Missouri,Cedar County,-23.32,Stay at home,4/6/2020,,Mike Parson,Republican,14136,,,,,,,,,,,,
758,Kentucky,Boyd County,-23.3,Healthy at home,3/26/2020,,Andy Beshear,Democratic,47292,,,,,,,,,,,,
759,Indiana,LaPorte County,-23.29,Stay at home,3/24/2020,,Eric Holcomb,Republican,109981,,,,,,,,,,,,
759,South Carolina,Newberry County,-23.29,Stay at home ,4/7/2020,,Henry McMaster,Republican,38443,,,,,,,,,,,,
759,Texas,Anderson County,-23.29,Stay at home,4/2/2020,,Greg Abbott,Republican,57974,,,,,,,,,,,,
759,Texas,San Patricio County,-23.29,Stay at home,4/2/2020,,Greg Abbott,Republican,66671,,,,,,,,,,,,
760,Florida,Jackson County,-23.27,Stay at home,4/3/2020,,Ron DeSantis,Republican,48112,,,,,,,,,,,,
760,Kentucky,Casey County,-23.27,Healthy at home,3/26/2020,,Andy Beshear,Democratic,15926,,,,,,,,,,,,
760,Montana,Custer County,-23.27,Stay at home,3/28/2020,,Steve Bullock,Democratic,11592,,,,,,,,,,,,
761,Georgia,Irwin County,-23.26,Shelter in place,4/3/2020,,Brian Kemp,Republican,9396,,,,,,,,,,,,
762,Georgia,Ben Hill County,-23.25,Shelter in place,4/3/2020,,Brian Kemp,Republican,16822,,,,,,,,,,,,
762,Indiana,Vigo County,-23.25,Stay at home,3/24/2020,,Eric Holcomb,Republican,107367,,,,,,,,,,,,
762,Michigan,Ionia County,-23.25,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,64276,,,,,,,,,,,,
763,Mississippi,Smith County,-23.24,Shelter in place,4/3/2020,,Tate Reeves,Republican,16029,,,,,,,,,,,,
764,Mississippi,Perry County,-23.23,Shelter in place,4/3/2020,,Tate Reeves,Republican,11918,,,,,,,,,,,,
764,North Carolina,Nash County,-23.23,Stay at home,3/30/2020,,Roy Cooper,Democratic,94094,,,,,,,,,,,,
765,Kentucky,Montgomery County,-23.22,Healthy at home,3/26/2020,,Andy Beshear,Democratic,28109,,,,,,,,,,,,
765,Texas,Brooks County,-23.22,Stay at home,4/2/2020,,Greg Abbott,Republican,7099,,,,,,,,,,,,
766,Kansas,McPherson County,-23.21,Stay at home,3/30/2020,,Laura Kelly,Democratic,28528,,,,,,,,,,,,
766,Texas,Uvalde County,-23.21,Stay at home,4/2/2020,,Greg Abbott,Republican,26787,,,,,,,,,,,,
767,Colorado,Montezuma County,-23.2,Stay at home,3/26/2020,,Jared Polis,Democratic,26152,,,,,,,,,,,,
768,Texas,Bowie County,-23.19,Stay at home,4/2/2020,,Greg Abbott,Republican,93688,,,,,,,,,,,,
769,Mississippi,Lawrence County,-23.17,Shelter in place,4/3/2020,,Tate Reeves,Republican,12448,,,,,,,,,,,,
769,Ohio,Richland County,-23.17,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,120987,,,,,,,,,,,,
770,Missouri,Buchanan County,-23.15,Stay at home,4/6/2020,,Mike Parson,Republican,88163,,,,,,,,,,,,
770,Missouri,Lawrence County,-23.15,Stay at home,4/6/2020,,Mike Parson,Republican,38264,,,,,,,,,,,,
771,Ohio,Pickaway County,-23.14,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,58077,,,,,,,,,,,,
771,Oregon,Jackson County,-23.14,Stay at home,3/23/2020,,Kate Brown,Democratic,219411,,,,,,,,,,,,
771,Virginia,Lunenburg County,-23.14,Stay at home,3/30/2020,,Ralph Northam,Democratic,12215,,,,,,,,,,,,
771,Virginia,Waynesboro,-23.14,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
771,Washington,Cowlitz County,-23.14,Stay at home,3/23/2020,,Jay Inslee,Democratic,108752,,,,,,,,,,,,
772,Georgia,Crisp County,-23.13,Shelter in place,4/3/2020,,Brian Kemp,Republican,22617,,,,,,,,,,,,
773,Indiana,Greene County,-23.12,Stay at home,3/24/2020,,Eric Holcomb,Republican,32059,,,,,,,,,,,,
773,Indiana,Shelby County,-23.12,Stay at home,3/24/2020,,Eric Holcomb,Republican,44522,,,,,,,,,,,,
773,West Virginia,Brooke County,-23.12,Stay at home,3/24/2020,,Jim Justice,Republican,22129,,,,,,,,,,,,
773,West Virginia,Roane County,-23.12,Stay at home,3/24/2020,,Jim Justice,Republican,13918,,,,,,,,,,,,
774,Missouri,DeKalb County,-23.11,Stay at home,4/6/2020,,Mike Parson,Republican,12515,,,,,,,,,,,,
775,North Carolina,Lincoln County,-23.08,Stay at home,3/30/2020,,Roy Cooper,Democratic,84092,,,,,,,,,,,,
775,Tennessee,Giles County,-23.08,Stay at home,3/31/2020,,Bill Lee,Republican,29446,,,,,,,,,,,,
775,Virginia,Hopewell,-23.08,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
776,Kansas,Clay County,-23.07,Stay at home,3/30/2020,,Laura Kelly,Democratic,8003,,,,,,,,,,,,
776,Virginia,Lee County,-23.07,Stay at home,3/30/2020,,Ralph Northam,Democratic,23656,,,,,,,,,,,,
777,Florida,Hendry County,-23.06,Stay at home,4/3/2020,,Ron DeSantis,Republican,41336,,,,,,,,,,,,
778,California,Yuba County,-23,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,77557,Yes,,same,3/19/2020,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
778,Florida,Baker County,-23,Stay at home,4/3/2020,,Ron DeSantis,Republican,28353,,,,,,,,,,,,
778,Illinois,Edgar County,-23,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,17360,,,,,,,,,,,,
778,Illinois,LaSalle County,-23,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,109159,,,,,,,,,,,,
778,Illinois,Logan County,-23,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,28912,,,,,,,,,,,,
778,Illinois,Ogle County,-23,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,50781,,,,,,,,,,,,
778,Illinois,Stephenson County,-23,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,44797,,,,,,,,,,,,
778,Illinois,Vermilion County,-23,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,76702,,,,,,,,,,,,
778,Indiana,Harrison County,-23,Stay at home,3/24/2020,,Eric Holcomb,Republican,40214,,,,,,,,,,,,
778,Kansas,Geary County,-23,Stay at home,3/30/2020,,Laura Kelly,Democratic,32777,,,,,,,,,,,,
778,Kansas,Harvey County,-23,Stay at home,3/30/2020,,Laura Kelly,Democratic,34183,,,,,,,,,,,,
778,Kansas,Neosho County,-23,Stay at home,3/30/2020,,Laura Kelly,Democratic,16025,,,,,,,,,,,,
778,Kentucky,Rockcastle County,-23,Healthy at home,3/26/2020,,Andy Beshear,Democratic,16823,,,,,,,,,,,,
778,Missouri,Barton County,-23,Stay at home,4/6/2020,,Mike Parson,Republican,11790,,,,,,,,,,,,
778,New Hampshire,Sullivan County,-23,Stay at home,3/27/2020,NH,Chris Sununu,Republican,43114,Yes,PX,,3/13/2020,5/4/2020,https://www.unionleader.com/news/health/coronavirus/gov-extends-emergency-declaration-stay-home-order-still-in-place/article_dd130f32-3c6d-5e70-859c-0a72de48481d.html,,,,,,
778,New York,Cayuga County,-23,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,77121,,,,,,,,,,,,
778,New York,Clinton County,-23,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,80679,,,,,,,,,,,,
778,North Carolina,Vance County,-23,Stay at home,3/30/2020,,Roy Cooper,Democratic,44635,,,,,,,,,,,,
778,Ohio,Columbiana County,-23,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,102473,,,,,,,,,,,,
778,South Carolina,Chester County,-23,Stay at home ,4/7/2020,,Henry McMaster,Republican,32304,,,,,,,,,,,,
778,Texas,Castro County,-23,Stay at home,4/2/2020,,Greg Abbott,Republican,7588,,,,,,,,,,,,
778,Washington,Pacific County,-23,Stay at home,3/23/2020,,Jay Inslee,Democratic,22074,,,,,,,,,,,,
778,West Virginia,Cabell County,-23,Stay at home,3/24/2020,,Jim Justice,Republican,93035,,,,,,,,,,,,
778,West Virginia,Nicholas County,-23,Stay at home,3/24/2020,,Jim Justice,Republican,24835,,,,,,,,,,,,
778,Wisconsin,Lincoln County,-23,Stay at home,3/25/2020,,Tony Evers,Democratic,27673,,,,,,,,,,,,
779,Texas,Erath County,-22.96,Stay at home,4/2/2020,,Greg Abbott,Republican,42223,,,,,,,,,,,,
780,Missouri,Pulaski County,-22.95,Stay at home,4/6/2020,,Mike Parson,Republican,51997,,,,,,,,,,,,
781,Alabama,Geneva County,-22.94,Stay at home,4/4/2020,,Kay Ivey,Republican,26306,,,,,,,,,,,,
782,Tennessee,Weakley County,-22.93,Stay at home,3/31/2020,,Bill Lee,Republican,33413,,,,,,,,,,,,
783,Georgia,Washington County,-22.91,Shelter in place,4/3/2020,,Brian Kemp,Republican,20410,,,,,,,,,,,,
784,Arizona,Greenlee County,-22.9,Stay at home,3/31/2020,AZ,Doug Ducey,Republican,9448,Yes,,,3/31/2020,4/30/2020,https://ktar.com/story/3090978/ducey-says-no-decision-coming-on-stay-at-home-order-until-next-week/,,,,,,
